id,model_type,arquitectura,clase,descargas,capas,ancho,cabezas,kv,ffn,vocab,rope,rmsnorm,glu,gqa,moe,params_entrada,params_bloque,params_predichos,params_reales
gaunernst/gemma-3-27b-it-int4-awq,gemma3,Gemma3ForConditionalGeneration,multimodal,1327521,62,5376,32,16,21504,0,1,0,0,1,0,5397120,20122537728,20127934848,27432406640
sshleifer/tiny-gpt2,gpt2,GPT2LMHeadModel,encoder_texto,1171721,,,,,,,0,0,0,0,0,,,,
PekingU/rtdetr_r101vd_coco_o365,rt_detr,RTDetrForObjectDetection,encoder_texto,774621,,,,,,,0,0,1,0,0,,,,76798700
Qwen/Qwen3.5-397B-A17B-FP8,qwen3_5_moe,Qwen3_5MoeForConditionalGeneration,moe,698111,,,,,,,1,1,1,1,1,,,,403422386928
livekit/turn-detector,llama,LlamaForCausalLM,lenguaje_denso,741886,30,576,9,3,1536,49154,1,1,1,1,0,28312704,106202880,134515584,134516160
mistralai/Mistral-7B-Instruct-v0.2,mistral,MistralForCausalLM,lenguaje_denso,1266011,32,4096,32,8,14336,32000,1,1,1,1,0,262144000,6979584000,7241728000,7241732096
MIT/ast-finetuned-audioset-10-10-0.4593,audio-spectrogram-transformer,ASTForAudioClassification,encoder_texto,826867,12,768,12,12,3072,0,0,0,0,0,0,741120,84953088,85694208,86594063
jonatasgrosman/wav2vec2-large-xlsr-53-russian,wav2vec2,Wav2Vec2ForCTC,audio,3729300,24,1024,16,16,4096,39,0,0,0,0,0,39936,302039040,302078976,
openai-community/gpt2-large,gpt2,GPT2LMHeadModel,encoder_texto,1078886,,,,,,,0,0,0,0,0,,,,811778816
cyankiwi/Qwen3.6-27B-AWQ-INT4,qwen3_5,Qwen3_5ForConditionalGeneration,multimodal,1514815,64,5120,24,4,17408,248320,1,1,1,1,0,2543908480,21027225600,23571134080,29325129246
gvs/wav2vec2-large-xlsr-malayalam,wav2vec2,Wav2Vec2ForCTC,audio,786320,24,1024,16,16,4096,76,0,0,0,0,0,77824,302039040,302116864,
ZhengPeng7/BiRefNet,,BiRefNet,encoder_texto,997784,,,,,,,0,0,0,0,0,,,,220700242
Salesforce/blip-image-captioning-base,blip,BlipForConditionalGeneration,multimodal,1817148,12,768,12,12,3072,30524,0,0,0,0,0,24868608,169906176,194774784,
Qwen/Qwen3-Omni-30B-A3B-Instruct,qwen3_omni_moe,Qwen3OmniMoeForConditionalGeneration,encoder_texto,843565,,,,,,,0,0,0,0,0,,,,35259818545
google-t5/t5-base,t5,T5ForConditionalGeneration,encoder_texto,4409787,,,,,,,0,0,0,0,0,,,,222903936
nvidia/llama-nemotron-rerank-1b-v2,llama_bidirec,LlamaBidirectionalForSequenceClassification,encoder_texto,1039475,16,2048,32,8,8192,128256,1,1,1,1,0,262668288,973144064,1235812352,1235816448
patrickjohncyh/fashion-clip,clip,CLIPModel,multimodal,2147017,12,512,8,8,2048,49408,0,0,0,0,0,27734016,122714112,150448128,151277439
lmstudio-community/gemma-4-E4B-it-MLX-5bit,gemma4,Gemma4ForConditionalGeneration,multimodal,1144111,42,2560,8,2,10240,262144,1,1,0,1,0,671829760,3003623424,3675453184,7996156490
BAAI/bge-base-en,bert,BertModel,encoder_texto,1940803,12,768,12,12,3072,30522,0,0,0,0,0,23835648,84953088,108788736,109482752
cyankiwi/Qwen3-Coder-30B-A3B-Instruct-AWQ-4bit,qwen3_moe,Qwen3MoeForCausalLM,moe,954247,48,2048,32,4,5472,151936,1,1,1,1,1,622329856,29456793600,30079123456,5306567040
google/flan-t5-base,t5,T5ForConditionalGeneration,encoder_texto,1576671,,,,,,,0,0,0,0,0,,,,247577856
Qwen/Qwen3-TTS-12Hz-1.7B-Base,qwen3_tts,Qwen3TTSForConditionalGeneration,encoder_texto,3369758,,,,,,,0,0,0,0,0,,,,1928677440
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,bert,BertModel,encoder_texto,46311497,12,384,12,12,1536,250037,0,0,0,0,0,96211584,21242880,117454464,117654272
google/vit-base-patch16-224,vit,ViTForImageClassification,vision,5246185,12,768,12,12,3072,0,0,0,0,0,0,741120,84953088,85694208,86567656
BAAI/bge-large-zh-v1.5,bert,BertModel,encoder_texto,1106295,24,1024,16,16,4096,21128,0,0,0,0,0,22161408,302039040,324200448,
Qwen/Qwen2.5-VL-7B-Instruct,qwen2_5_vl,Qwen2_5_VLForConditionalGeneration,multimodal,7863287,28,3584,28,4,18944,152064,1,1,1,1,0,1091076352,6525489152,7616565504,8292166656
datalab-to/surya-ocr-2-gguf,qwen3_5,Qwen3_5ForConditionalGeneration,multimodal,1109398,24,1024,8,2,3584,65425,1,1,1,1,0,67736320,327204864,394941184,
arijitx/wav2vec2-xls-r-300m-bengali,wav2vec2,Wav2Vec2ForCTC,audio,1385490,24,1024,16,16,4096,112,0,0,0,0,0,114688,302039040,302153728,
BAAI/bge-reranker-base,xlm-roberta,XLMRobertaForSequenceClassification,encoder_texto,3535763,12,768,12,12,3072,250002,0,0,0,0,0,192397056,84953088,277350144,278044931
unsloth/Qwen3.6-35B-A3B-NVFP4,qwen3_5_moe,Qwen3_5MoeForConditionalGeneration,moe,1781009,,,,,,,1,1,1,1,1,,,,24640649796
openbmb/MiniCPM-o-4_5,minicpmo,MiniCPMO,multimodal,781117,36,4096,32,8,12288,151748,1,1,1,1,0,1249442944,7357195008,8606637952,9371787666
dslim/bert-base-NER,bert,BertForTokenClassification,encoder_texto,2089379,12,768,12,12,3072,28996,0,0,0,0,0,22663680,84953088,107616768,108317193
Qwen/Qwen3.6-27B-FP8,qwen3_5,Qwen3_5ForConditionalGeneration,multimodal,7488790,64,5120,24,4,17408,248320,1,1,1,1,0,2543908480,21027225600,23571134080,27782935472
Helsinki-NLP/opus-mt-en-ru,marian,MarianMTModel,encoder_texto,703589,,,,,,,0,0,1,0,0,,,,
classla/wav2vec2-xls-r-parlaspeech-hr,wav2vec2,Wav2Vec2ForCTC,audio,1233757,24,1024,16,16,4096,50,0,0,0,0,0,51200,302039040,302090240,315489970
lmstudio-community/Qwen3.8-27B-MLX-5bit,qwen3_5,Qwen3_5ForConditionalGeneration,multimodal,3364586,64,5120,24,4,17408,248320,1,1,1,1,0,2543908480,21027225600,23571134080,27356728560
Helsinki-NLP/opus-mt-nl-en,marian,MarianMTModel,encoder_texto,1081853,,,,,,,0,0,1,0,0,,,,
Xenova/whisper-tiny,whisper,WhisperForConditionalGeneration,encoder_texto,708924,,,,,,,0,0,0,0,0,,,,
gabor-hosu/e5-mistral-7b-instruct-bnb-4bit,mistral,MistralModel,encoder_texto,830413,32,4096,32,8,14336,32000,1,1,1,1,0,262144000,6979584000,7241728000,7329328014
QuantTrio/Qwen3.6-27B-AWQ,qwen3_5,Qwen3_5ForConditionalGeneration,multimodal,708236,64,5120,24,4,17408,248320,1,1,1,1,0,2543908480,21027225600,23571134080,27781427952
google/gemma-4-12B-it,gemma4_unified,Gemma4UnifiedForConditionalGeneration,multimodal,3105524,48,3840,16,8,15360,262144,1,1,0,1,0,1010338560,7786045440,8796384000,11959730224
argmaxinc/whisperkit-coreml,,,encoder_texto,11555286,,,,,,,0,0,0,0,0,,,,
kingabzpro/wav2vec2-large-xls-r-300m-Urdu,wav2vec2,Wav2Vec2ForCTC,audio,1918070,24,1024,16,16,4096,57,0,0,0,0,0,58368,302039040,302097408,315497145
RadixArk/Kimi-K3-DSpark,qwen3,DSparkDraftModel,encoder_texto,2547679,5,7168,64,16,14336,163840,1,1,1,1,0,2348810240,2183731200,4532541440,2249289601
datalab-to/chandra-ocr-2,qwen3_5,Qwen3_5ForConditionalGeneration,multimodal,2920535,32,2560,16,4,9216,248320,1,1,1,1,0,636687360,2789376000,3426063360,5295564288
mesolitica/wav2vec2-xls-r-300m-mixed,wav2vec2,Wav2Vec2ForCTC,audio,1646729,24,1024,16,16,4096,40,0,0,0,0,0,40960,302039040,302080000,
lmstudio-community/Qwen3.8-27B-MLX-8bit,qwen3_5,Qwen3_5ForConditionalGeneration,multimodal,3454369,64,5120,24,4,17408,248320,1,1,1,1,0,2543908480,21027225600,23571134080,27356728560
google-bert/bert-base-multilingual-uncased,bert,BertForMaskedLM,encoder_texto,4116471,12,768,12,12,3072,105879,0,0,0,0,0,81709824,84953088,166662912,168055961
Qwen/Qwen3-VL-2B-Instruct,qwen3_vl,Qwen3VLForConditionalGeneration,multimodal,2948892,28,2048,16,8,6144,151936,1,1,1,1,0,312153088,1409400832,1721553920,2127532032
Intel/dpt-hybrid-midas,dpt,DPTForDepthEstimation,encoder_texto,768701,12,768,12,12,3072,0,0,0,0,0,0,1032960,84953088,85986048,
deepseek-ai/DeepSeek-V3.2,deepseek_v32,DeepseekV32ForCausalLM,moe,1555091,61,7168,128,128,18432,129280,1,1,1,0,1,1853358080,700381222912,702234580992,685396921376
google-t5/t5-small,t5,T5ForConditionalGeneration,encoder_texto,23417581,,,,,,,0,0,0,0,0,,,,60506880
elgeish/wav2vec2-large-xlsr-53-arabic,wav2vec2,Wav2Vec2ForCTC,audio,831167,24,1024,16,16,4096,56,0,0,0,0,0,57344,302039040,302096384,
amazon/chronos-2,t5,Chronos2Model,encoder_texto,24215942,,,,,,,1,0,0,0,0,,,,119477664
nvidia/NVIDIA-Nemotron-3-Nano-4B-BF16,nemotron_h,NemotronHForCausalLM,lenguaje_denso,2306200,42,3136,40,8,12544,131072,0,1,0,1,0,1644167168,4295128320,5939295488,3973556832
google/siglip-base-patch16-224,siglip,SiglipModel,multimodal,1722187,,,,,,,0,0,0,0,0,,,,203155970
RadixArk/Qwen3.8-27B-NVFP4,qwen3_5,Qwen3_5ForConditionalGeneration,multimodal,2023340,64,5120,24,4,17408,248320,1,1,1,1,0,2543908480,21027225600,23571134080,18164649200
audeering/wav2vec2-large-robust-12-ft-emotion-msp-dim,wav2vec2,Wav2Vec2ForSpeechClassification,audio,1033798,12,1024,16,16,4096,0,0,0,0,0,0,0,151019520,151019520,165336707
google/gemma-4-26B-A4B-it,gemma4,Gemma4ForConditionalGeneration,moe,8307671,30,2816,16,8,2112,262144,1,1,0,1,1,739309184,16361125632,17100434816,25805936206
BAAI/bge-reranker-v2-m3,xlm-roberta,XLMRobertaForSequenceClassification,encoder_texto,18130562,24,1024,16,16,4096,250002,0,0,0,0,0,264393728,302039040,566432768,567755777
kha-white/manga-ocr-base,vision-encoder-decoder,VisionEncoderDecoderModel,encoder_texto,877990,,,,,,,0,0,0,0,0,,,,
Qwen/Qwen3-32B-AWQ,qwen3,Qwen3ForCausalLM,lenguaje_denso,732648,64,5120,64,8,25600,151936,1,1,1,1,0,1555824640,28941352960,30497177600,32762123264
albert/albert-base-v2,albert,AlbertForMaskedLM,encoder_texto,907667,12,768,12,12,3072,30000,0,0,0,0,0,23434752,84953088,108387840,11842272
Alibaba-NLP/gte-multilingual-base,new,NewModel,encoder_texto,1280789,12,768,12,12,3072,250048,1,0,0,0,0,192036864,84953088,276989952,305369089
TaylorAI/bge-micro-v2,bert,BertModel,encoder_texto,909998,3,384,12,12,1536,30522,0,0,0,0,0,11917824,5310720,17228544,17389824
lmstudio-community/gemma-4-E4B-it-MLX-8bit,gemma4,Gemma4ForConditionalGeneration,multimodal,1151268,42,2560,8,2,10240,262144,1,1,0,1,0,671829760,3003623424,3675453184,7996156490
distilbert/distilroberta-base,roberta,RobertaForMaskedLM,encoder_texto,1431616,6,768,12,12,3072,50265,0,0,0,0,0,38999040,42476544,81475584,82760793
intfloat/e5-base,bert,BertModel,encoder_texto,700292,12,768,12,12,3072,30522,0,0,0,0,0,23835648,84953088,108788736,109482752
sentence-transformers/LaBSE,bert,BertModel,encoder_texto,778880,12,768,12,12,3072,501153,0,0,0,0,0,385280256,84953088,470233344,470927360
zai-org/GLM-5.2,glm_moe_dsa,GlmMoeDsaForCausalLM,moe,997060,78,6144,64,64,12288,154880,1,1,1,0,1,1903165440,765668007936,767571173376,753329940480
Qwen/Qwen3-Coder-30B-A3B-Instruct-FP8,qwen3_moe,Qwen3MoeForCausalLM,moe,1027743,48,2048,32,4,6144,151936,1,1,1,1,1,622329856,29456793600,30079123456,30533947392
amazon/chronos-bolt-base,t5,ChronosBoltModelForForecasting,encoder_texto,1185894,,,,,,,0,0,0,0,0,,,,205292928
autogluon/chronos-2-small,t5,Chronos2Model,encoder_texto,5685585,,,,,,,1,0,0,0,0,,,,27934624
autogluon/chronos-bolt-tiny,t5,ChronosBoltModelForForecasting,encoder_texto,2367291,,,,,,,0,0,0,0,0,,,,8652672
jonatasgrosman/wav2vec2-large-xlsr-53-persian,wav2vec2,Wav2Vec2ForCTC,audio,2152294,24,1024,16,16,4096,67,0,0,0,0,0,68608,302039040,302107648,
Qwen/Qwen3.6-35B-A3B,qwen3_5_moe,Qwen3_5MoeForConditionalGeneration,moe,4299521,,,,,,,1,1,1,1,1,,,,35951822704
IDEA-Research/grounding-dino-base,grounding-dino,GroundingDinoForObjectDetection,encoder_texto,1664043,,,,,,,0,0,0,0,0,,,,232810880
HuggingFaceTB/SmolLM3-3B-Base,smollm3,SmolLM3ForCausalLM,lenguaje_denso,837201,36,2048,16,4,11008,128256,1,1,1,1,0,262668288,2812428288,3075096576,3075098624
trl-internal-testing/tiny-Qwen3ForCausalLM,qwen3,Qwen3ForCausalLM,lenguaje_denso,1764512,2,8,4,2,32,151669,1,1,1,1,0,2426704,1952,2428656,2453368
sentence-transformers/all-distilroberta-v1,roberta,RobertaForMaskedLM,encoder_texto,2558566,6,768,12,12,3072,50265,0,0,0,0,0,38999040,42476544,81475584,82118914
BAAI/bge-reranker-large,xlm-roberta,XLMRobertaForSequenceClassification,encoder_texto,2616784,24,1024,16,16,4096,250002,0,0,0,0,0,256529408,302039040,558568448,559891971
cyankiwi/gemma-4-26B-A4B-it-AWQ-4bit,gemma4,Gemma4ForConditionalGeneration,moe,2270013,30,2816,16,8,2112,262144,1,1,0,1,1,739309184,16361125632,17100434816,26554339636
Helsinki-NLP/opus-mt-fr-en,marian,MarianMTModel,encoder_texto,775264,,,,,,,0,0,1,0,0,,,,75193466
Snowflake/snowflake-arctic-embed-l-v2.0,xlm-roberta,XLMRobertaModel,encoder_texto,752719,24,1024,16,16,4096,250002,0,0,0,0,0,264393728,302039040,566432768,567754752
google/owlv2-base-patch16-ensemble,owlv2,Owlv2ForObjectDetection,multimodal,1285126,,,,,,,0,0,0,0,0,,,,154966791
trl-internal-testing/tiny-random-LlamaForCausalLM,llama,LlamaForCausalLM,lenguaje_denso,858781,2,16,4,4,64,32000,0,1,1,0,0,1024000,8256,1032256,1032276
google/gemma-4-31B-it-qat-w4a16-ct,gemma4,Gemma4ForConditionalGeneration,multimodal,924524,60,5376,32,16,21504,262144,1,1,0,1,0,1410397824,19486685952,20897083776,33597586080
farbodtavakkoli/OTel-LLM-E4B-IT,gemma4,Gemma4ForConditionalGeneration,multimodal,1481592,42,2560,8,2,10240,262144,1,1,0,1,0,671829760,3003623424,3675453184,
Qwen/Qwen3-4B-Instruct-2507,qwen3,Qwen3ForCausalLM,lenguaje_denso,3548944,36,2560,32,8,9728,151936,1,1,1,1,0,388956160,3279605760,3668561920,4022468096
shawnw3i/Huihui-Qwen3.6-27B-abliterated-AWQ-MTP,qwen3_5,Qwen3_5ForConditionalGeneration,multimodal,1035873,64,5120,24,4,17408,248320,1,1,1,1,0,2543908480,21027225600,23571134080,6284446960
Qwen/Qwen3-30B-A3B,qwen3_moe,Qwen3MoeForCausalLM,moe,2147543,48,2048,32,4,6144,151936,1,1,1,1,1,622329856,29456793600,30079123456,30532122624
autogluon/chronos-2,t5,Chronos2Model,encoder_texto,8776760,,,,,,,1,0,0,0,0,,,,119477664
AdamCodd/vit-base-nsfw-detector,vit,ViTForImageClassification,vision,902265,12,768,12,12,3072,0,0,0,0,0,0,1032960,84953088,85986048,86092034
rippertnt/HyperCLOVAX-SEED-Text-Instruct-1.5B-Q4_K_M-GGUF,llama,LlamaForCausalLM,lenguaje_denso,960636,24,2048,16,8,7168,110592,1,1,1,1,0,226492416,1359052800,1585545216,
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,deepseek_v2,DeepseekV2ForCausalLM,moe,740812,27,2048,16,16,10944,102400,1,1,1,0,1,419430400,15405133824,15824564224,15706484224
Qwen/Qwen3-30B-A3B-Instruct-2507,qwen3_moe,Qwen3MoeForCausalLM,moe,1180522,48,2048,32,4,6144,151936,1,1,1,1,1,622329856,29456793600,30079123456,30532122624
protoLabsAI/Ornith-1.0-35B-FP8,qwen3_5_moe,Qwen3_5MoeForConditionalGeneration,moe,837585,,,,,,,1,1,1,1,1,,,,35109172336
gigant/romanian-wav2vec2,wav2vec2,Wav2Vec2ForCTC,audio,2282426,24,1024,16,16,4096,36,0,0,0,0,0,36864,302039040,302075904,315475620
vikhyatk/moondream2,moondream1,HfMoondream,encoder_texto,1661659,,,,,,,0,0,0,0,0,,,,1927237104
StanfordAIMI/stanford-deidentifier-base,bert,AutoModel,encoder_texto,1842709,12,768,12,12,3072,30522,0,0,0,0,0,23835648,84953088,108788736,
Qwen/Qwen2.5-7B-Instruct,qwen2,Qwen2ForCausalLM,lenguaje_denso,11049595,28,3584,28,4,18944,152064,1,1,1,1,0,1089994752,6525489152,7615483904,7615616512
mistralai/Mistral-7B-Instruct-v0.3,mistral,MistralForCausalLM,lenguaje_denso,2526940,32,4096,32,8,14336,32768,1,1,1,1,0,268435456,6979584000,7248019456,7248023552
timm/resnet50.ram_in1k,,,encoder_texto,1076742,,,,,,,0,0,0,0,0,,,,25610152
pysentimiento/robertuito-sentiment-analysis,roberta,RobertaForSequenceClassification,encoder_texto,1049433,12,768,12,12,3072,30002,0,0,0,0,0,23142144,84953088,108095232,108791173
BAAI/bge-base-zh-v1.5,bert,BertModel,encoder_texto,913856,12,768,12,12,3072,21128,0,0,0,0,0,16621056,84953088,101574144,
microsoft/wavlm-large,wavlm,WavLMModel,encoder_texto,1134452,24,1024,16,16,4096,32,0,0,0,0,0,32768,302039040,302071808,
Qwen/Qwen3.5-122B-A10B-FP8,qwen3_5_moe,Qwen3_5MoeForConditionalGeneration,moe,1688222,,,,,,,1,1,1,1,1,,,,125094006512
Khalsuu/filipino-wav2vec2-l-xls-r-300m-official,wav2vec2,Wav2Vec2ForCTC,audio,2131318,24,1024,16,16,4096,31,0,0,0,0,0,31744,302039040,302070784,
nvidia/Qwen3.6-35B-A3B-NVFP4,qwen3_5_moe,Qwen3_5MoeForConditionalGeneration,moe,10158086,,,,,,,1,1,1,1,1,,,,18683860336
prism-ml/Ternary-Bonsai-27B-mlx-2bit,qwen3_5,Qwen3_5ForConditionalGeneration,multimodal,1472668,64,5120,24,4,17408,248320,1,1,1,1,0,2543908480,21027225600,23571134080,27356728560
yiyanghkust/finbert-tone,,BertForSequenceClassification,encoder_texto,794335,12,768,12,12,3072,30873,0,0,0,0,0,24105216,84953088,109058304,
jonatasgrosman/wav2vec2-large-xlsr-53-arabic,wav2vec2,Wav2Vec2ForCTC,audio,2565469,24,1024,16,16,4096,51,0,0,0,0,0,52224,302039040,302091264,
timm/resnet18.a1_in1k,,,encoder_texto,1676779,,,,,,,0,0,0,0,0,,,,11699112
Qwen/Qwen3-1.7B,qwen3,Qwen3ForCausalLM,lenguaje_denso,3447859,28,2048,16,8,6144,151936,1,1,1,1,0,311164928,1409400832,1720565760,2031739904
HuggingFaceTB/SmolLM2-135M-Instruct,llama,LlamaForCausalLM,lenguaje_denso,1350354,30,576,9,3,1536,49152,1,1,1,1,0,28311552,106202880,134514432,134515008
protectai/deberta-v3-base-prompt-injection-v2,deberta-v2,DebertaV2ForSequenceClassification,encoder_texto,775987,12,768,12,12,3072,128100,0,0,0,0,0,98774016,84953088,183727104,184423682
zai-org/GLM-5.3-Flash,glm5_next,Glm5NextForConditionalGeneration,moe,761364,45,4096,64,64,12288,154880,0,1,1,0,1,5565395968,329222430720,334787826688,321323031390
datalab-to/surya-ocr-2,qwen3_5,Qwen3_5ForConditionalGeneration,multimodal,1301114,24,1024,8,2,3584,65425,1,1,1,1,0,67736320,327204864,394941184,686154304
anuragshas/wav2vec2-large-xlsr-53-telugu,wav2vec2,Wav2Vec2ForCTC,audio,2244017,24,1024,16,16,4096,66,0,0,0,0,0,67584,302039040,302106624,
BAAI/bge-base-en-v1.5,bert,BertModel,encoder_texto,11130513,12,768,12,12,3072,30522,0,0,0,0,0,23835648,84953088,108788736,109482752
Qwen/Qwen3-VL-Reranker-2B,qwen3_vl,Qwen3VLForConditionalGeneration,multimodal,1867245,28,2048,16,8,6144,151936,1,1,1,1,0,312153088,1409400832,1721553920,2127532032
Qwen/Qwen2.5-Coder-7B-Instruct,qwen2,Qwen2ForCausalLM,lenguaje_denso,2301302,28,3584,28,4,18944,152064,1,1,1,1,0,1089994752,6525489152,7615483904,7615616512
nm-testing/SmolLM-1.7B-Instruct-quantized.w4a16,llama,LlamaForCausalLM,lenguaje_denso,784044,24,2048,32,32,8192,49152,1,1,1,0,0,100663296,1610711040,1711374336,1837205840
RedHatAI/Qwen3.6-35B-A3B-NVFP4,qwen3_5_moe,Qwen3_5MoeForConditionalGeneration,moe,1039256,,,,,,,1,1,1,1,1,,,,34660610688
jonatasgrosman/wav2vec2-large-xlsr-53-greek,wav2vec2,Wav2Vec2ForCTC,audio,3290023,24,1024,16,16,4096,41,0,0,0,0,0,41984,302039040,302081024,
facebook/w2v-bert-2.0,wav2vec2-bert,Wav2Vec2BertModel,audio,2309566,24,1024,16,16,4096,0,0,0,1,0,0,0,402702336,402702336,580493120
microsoft/tapex-base-finetuned-wikisql,bart,BartForConditionalGeneration,encoder_texto,805573,,,,,,,0,0,0,0,0,,,,
BAAI/bge-small-zh-v1.5,bert,BertModel,encoder_texto,4837508,4,512,8,8,2048,21128,0,0,0,0,0,11080704,12587008,23667712,23954432
Qwen/Qwen2.5-0.5B-Instruct,qwen2,Qwen2ForCausalLM,lenguaje_denso,5880393,24,896,14,2,4864,151936,1,1,1,1,0,136134656,357869568,494004224,494032768
nvidia/Nemotron-3-Nano-Omni-30B-A3B-Reasoning-FP8,NemotronH_Nano_Omni_Reasoning_V3,NemotronH_Nano_Omni_Reasoning_V3,moe,862260,52,2688,32,2,1856,131072,1,0,0,1,1,707236992,67229180928,67936417920,33013679040
Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,qwen2,Qwen2ForCausalLM,lenguaje_denso,1833620,48,5120,40,8,13824,152064,1,1,1,1,0,1557135360,13212549120,14769684480,14770033664
microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,bert,BertForMaskedLM,encoder_texto,1368162,12,768,12,12,3072,30522,0,0,0,0,0,23835648,84953088,108788736,
openai/whisper-base,whisper,WhisperForConditionalGeneration,encoder_texto,1707021,,,,,,,0,0,0,0,0,,,,72593920
deepseek-ai/DeepSeek-V3,deepseek_v3,DeepseekV3ForCausalLM,moe,1039268,61,7168,128,128,18432,129280,1,1,1,0,1,1853358080,700381222912,702234580992,684531386000
hustvl/yolos-small,yolos,YolosForObjectDetection,encoder_texto,757438,12,384,6,6,1536,0,0,0,0,0,0,688512,21242880,21931392,30684768
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,bert,BertModel,encoder_texto,784194,6,384,12,12,1536,30522,0,0,0,0,0,11917824,10621440,22539264,22713728
Qwen/Qwen3-TTS-12Hz-1.7B-CustomVoice,qwen3_tts,Qwen3TTSForConditionalGeneration,encoder_texto,2601442,,,,,,,0,0,0,0,0,,,,1916676352
NeoQuasar/Kronos-base,,,encoder_texto,1242700,,,,,,,0,0,0,0,0,,,,102311008
comodoro/wav2vec2-xls-r-300m-cs-250,wav2vec2,Wav2Vec2ForCTC,audio,1874245,24,1024,16,16,4096,46,0,0,0,0,0,47104,302039040,302086144,315485870
laion/clap-htsat-fused,clap,ClapModel,multimodal,8724756,12,768,12,12,3072,50265,0,0,0,0,0,38999040,84953088,123952128,153558316
trl-internal-testing/tiny-Qwen2_5_VLForConditionalGeneration,qwen2_5_vl,Qwen2_5_VLForConditionalGeneration,multimodal,962391,2,16,4,2,11008,151936,1,1,1,1,0,2444496,1058368,3502864,3857728
autogluon/chronos-bolt-base,t5,ChronosBoltModelForForecasting,encoder_texto,2087346,,,,,,,0,0,0,0,0,,,,205292928
ahotrod/electra_large_discriminator_squad2_512,electra,ElectraForQuestionAnswering,encoder_texto,763212,24,1024,16,16,4096,30522,0,0,0,0,0,31780864,302039040,333819904,
openai/whisper-large-v3,whisper,WhisperForConditionalGeneration,encoder_texto,5085131,,,,,,,0,0,0,0,0,,,,1543490560
nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-NVFP4,nemotron_h,NemotronHForCausalLM,moe,790746,88,4096,32,2,2688,131072,1,0,0,1,1,1073741824,995460055040,996533796864,67228556288
mlx-community/parakeet-tdt-0.6b-v2,,,encoder_texto,1749754,,,,,,,0,0,0,0,0,,,,617869958
docling-project/docling-models,,,encoder_texto,2239992,,,,,,,0,0,0,0,0,,,,
openai/clip-vit-base-patch16,clip,CLIPModel,multimodal,1704732,12,512,8,8,2048,49408,0,0,0,0,0,26077440,122714112,148791552,
farbodtavakkoli/OTel-2.0-LLM-31B-IT,gemma4,Gemma4ForConditionalGeneration,multimodal,6769333,60,5376,32,16,21504,262144,1,1,0,1,0,1410397824,19486685952,20897083776,31273088876
Qwen/Qwen2-VL-2B-Instruct,qwen2_vl,Qwen2VLForConditionalGeneration,multimodal,1983455,28,1536,12,2,8960,151936,1,1,1,1,0,234671616,1310281728,1544953344,2208985600
Bahushruth/Qwen3.6-35B-A3B-abliterated-v4,qwen3_5_moe_text,Qwen3_5MoeForCausalLM,moe,972750,,,,,,,1,1,1,1,1,,,,34660610688
unslothai/repeat,llama,LlamaModel,encoder_texto,884695,,,,,,,1,1,1,0,0,,,,0
timm/resnet50.a1_in1k,,,encoder_texto,1929524,,,,,,,0,0,0,0,0,,,,25610152
dphn/dolphin-2.9.1-yi-1.5-34b,llama,LlamaForCausalLM,lenguaje_denso,4774382,60,7168,56,8,20480,64000,1,1,1,1,0,917504000,33471406080,34388910080,34388917248
deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,qwen3,Qwen3ForCausalLM,lenguaje_denso,991215,36,4096,32,8,12288,151936,1,1,1,1,0,1244659712,6946062336,8190722048,8190735360
Qwen/Qwen3-4B,qwen3,Qwen3ForCausalLM,lenguaje_denso,6275473,36,2560,32,8,9728,151936,1,1,1,1,0,388956160,3279605760,3668561920,4022468096
Qdrant/all-MiniLM-L6-v2-onnx,bert,BertModel,encoder_texto,1151002,6,384,12,12,1536,30522,0,0,0,0,0,11917824,10621440,22539264,
nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-BF16,nemotron_h,NemotronHForCausalLM,moe,1098601,88,4096,32,2,2688,131072,1,0,0,1,1,1073741824,995460055040,996533796864,123611012096
Qwen/Qwen3-Embedding-4B,qwen3,Qwen3ForCausalLM,lenguaje_denso,2754927,36,2560,32,8,9728,151665,1,1,1,1,0,388262400,3279605760,3667868160,4021774336
google/gemma-4-12B-it-qat-w4a16-ct,gemma4_unified,Gemma4UnifiedForConditionalGeneration,multimodal,1191758,48,3840,16,8,15360,262144,1,1,0,1,0,1010338560,7786045440,8796384000,13306987200
Qwen/Qwen2-0.5B,qwen2,Qwen2ForCausalLM,lenguaje_denso,823089,24,896,14,2,4864,151936,1,1,1,1,0,136134656,357869568,494004224,494032768
Qwen/Qwen3.5-4B,qwen3_5,Qwen3_5ForConditionalGeneration,multimodal,7199129,32,2560,16,4,9216,248320,1,1,1,1,0,636687360,2789376000,3426063360,4659865088
answerdotai/ModernBERT-base,modernbert,ModernBertForMaskedLM,encoder_texto,4782342,22,768,12,12,1152,50368,0,0,0,0,0,44974080,90866688,135840768,149655232
